text,label
"Dear Student, the mid-semester examination scheduled for tomorrow has been postponed to next Monday. Detailed timetable is uploaded on the college portal.",ham
"Dear winner, your mobile number has selected for Rs 50 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 79029 77579 or visit bit.ly/update-kyc-now",spam
"Your broadband bill for account 1062 is due on 25-05-2026. Avoid late payment charges by paying Rs.4,500 now.",ham
You have a pending received request of Rs.499 on Google Pay from Airtel Offer. Click link to accept money: indiahrms-telegram.co,spam
"Your broadband bill for account 3181 is due on 05-06-2026. Avoid late payment charges by paying Rs.1,250 now.",ham
"Dear Customer, bill for your electricity consumer account 7648 has been generated. Amount Due: Rs.149. Due Date: 05-06-2026. Pay via your banking app.",ham
"Alert: Rs.15,000 debited from your ICICI A/c ending 1939 on Today towards UPI-Google Pay ref no 883681748776. Bal: Rs.1,450.10.",ham
Your premium for LIC policy 9077 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: bit.ly/update-kyc-now,spam
Your Blinkit order is packed and out for delivery. Your delivery executive Ramesh (+91 87501 29875) will reach you in 9 minutes.,ham
Your premium for LIC policy 9869 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: linktr.ee/kbc-draw,spam
"Do not share! OTP for your transaction of Rs.5,000 on HDFC is 537692. If you did not do this, call customer care immediately at +91 81740 41796 or stop it via delivery-address-update.in",spam
"Security Update: A login attempt was detected on your GPay profile from a new device. If this wasn't you, secure your account instantly by verifying here: tinyurl.com/sbi-netsecure",spam
"Crypto Alert: Ethereum is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: tinyurl.com/sbi-netsecure",spam
Hi! Your order from Ajio containing your items has been dispatched and will be delivered today by DTDC. Track here: flipkart.com/track,ham
"Dear Customer, your EMI of Rs.5,000 for loan account ending 9792 is overdue. Pay immediately via shorturl.at/xyz78 to avoid court notice and legal action.",spam
"Dear ICICI Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: bit.ly/update-kyc-now or your card will be permanently suspended.",spam
"Dear Customer, Your A/c ending 7978 has been credited with Rs.15,000 on 19-05-2026 by InfoSys Salary. Total Available Bal: Rs.1,450.10.",ham
"Congratulations! You have won a cashback reward of Rs.2,500 from Google Pay. Click to claim directly into your bank account: bit.ly/update-kyc-now",spam
"Good News! Your loan of Rs.50,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: shorturl.at/xyz78",spam
Your Blinkit order is packed and out for delivery. Your delivery executive Ramesh (+91 88758 35178) will reach you in 9 minutes.,ham
Alert! Your ICICI debit card is blocked. Kindly click on delivery-address-update.in to update your KYC and resume services immediately.,spam
"Your broadband bill for account 6873 is due on 05-06-2026. Avoid late payment charges by paying Rs.1,250 now.",ham
Your verification code for WhatsApp is 271584. Team WhatsApp will never call or SMS you asking for this code.,ham
Hi! Your order from Ajio containing your items has been dispatched and will be delivered today by DTDC. Track here: zomato.link/t,ham
Hi! Your order from Amazon containing your items has been dispatched and will be delivered today by Delhivery. Track here: zomato.link/t,ham
546121 is the OTP for login into your Google Pay account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Dear customer, your DHL shipment tracking 6515 requires a nominal custom duty fee of Rs.45 to be released. Pay now: bit.ly/update-kyc-now",spam
"Dear customer, your DHL shipment tracking 9335 requires a nominal custom duty fee of Rs.45 to be released. Pay now: bit.ly/update-kyc-now",spam
Use OTP 854982 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Dear customer, your DHL shipment tracking 9511 requires a nominal custom duty fee of Rs.45 to be released. Pay now: tinyurl.com/sbi-netsecure",spam
Your broadband bill for account 1546 is due on 05-06-2026. Avoid late payment charges by paying Rs.599 now.,ham
"Dear customer, your DHL shipment tracking 5302 requires a nominal custom duty fee of Rs.45 to be released. Pay now: shorturl.at/xyz78",spam
"Congratulations! You have won a cashback reward of Rs.10,000 from PhonePe. Click to claim directly into your bank account: tinyurl.com/sbi-netsecure",spam
Your Blinkit order is packed and out for delivery. Your delivery executive Suresh (+91 81749 29507) will reach you in 9 minutes.,ham
"Your broadband bill for account 9630 is due on 30-05-2026. Avoid late payment charges by paying Rs.4,500 now.",ham
"Do not share! OTP for your transaction of Rs.5,000 on Kotak is 845068. If you did not do this, call customer care immediately at +91 94011 75935 or stop it via indiahrms-telegram.co",spam
"Alert: Rs.15,000 debited from your HDFC A/c ending 7133 on 19-05-2026 towards UPI-PhonePe ref no 659383210558. Bal: Rs.12,850.00.",ham
Your verification code for Vercel is 768390. Team Vercel will never call or SMS you asking for this code.,ham
"You have a pending received request of Rs.5,000 on Google Pay from Airtel Offer. Click link to accept money: bit.ly/update-kyc-now",spam
"Scratch card won! You received Rs.1,999 cashback on your recent transaction. Tap here to transfer to your account: shorturl.at/xyz78",spam
"Security Update: A login attempt was detected on your Cred profile from a new device. If this wasn't you, secure your account instantly by verifying here: icici-security-alert.net",spam
"Transaction Alert: Your HDFC Credit Card ending 9164 was used at MakeMyTrip for Rs.1,250 on Today. If not done by you, call +91 71842 35020.",ham
Your Meesho package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: shorturl.at/xyz78,spam
URGENT: Your HDFC NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit pnb-kyc-verification.org,spam
"Scratch card won! You received Rs.1,999 cashback on your recent transaction. Tap here to transfer to your account: bit.ly/update-kyc-now",spam
"Urgent: Pre-approved instant credit line of Rs.5,000,000 is ready for you. No documentation required. Click to withdraw: shorturl.at/xyz78",spam
"Transaction Alert: Your Axis Bank Credit Card ending 1610 was used at Amazon India for Rs.1,250 on 20-05-2026. If not done by you, call +91 92306 69354.",ham
"Alert: Rs.599 debited from your Canara Bank A/c ending 4403 on 18-05-2026 towards UPI-Paytm ref no 730712627685. Bal: Rs.84,100.25.",ham
"Success! Your recharge of Rs.599 for Jio mobile +91 73834 47186 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Dear customer, your DHL shipment tracking 9201 requires a nominal custom duty fee of Rs.45 to be released. Pay now: verify-hdfc-pan.in",spam
"Security Update: A login attempt was detected on your Amazon Pay profile from a new device. If this wasn't you, secure your account instantly by verifying here: linktr.ee/kbc-draw",spam
Your Ajio package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: verify-hdfc-pan.in,spam
"Success! Your recharge of Rs.599 for Jio mobile +91 70187 61308 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
You have a pending received request of Rs.499 on Cred from Airtel Offer. Click link to accept money: paytm-cashback-reward.com,spam
Earn Rs 3000-7000 daily just by working 1-2 hours from home! No experience required. Tap to message our HR on Telegram: shorturl.at/xyz78,spam
"Dear Customer, your EMI of Rs.1,999 for loan account ending 7856 is overdue. Pay immediately via shorturl.at/xyz78 to avoid court notice and legal action.",spam
Hi! Your order from Ajio containing your items has been dispatched and will be delivered today by BlueDart. Track here: zomato.link/t,ham
"Dear User, your reward points worth Rs.5,000 are expiring today. Convert points to cash now by visiting: verify-hdfc-pan.in",spam
"Dear Customer, your EMI of Rs.2,500 for loan account ending 3170 is overdue. Pay immediately via indiahrms-telegram.co to avoid court notice and legal action.",spam
"Urgent: Pre-approved instant credit line of Rs.50,000 is ready for you. No documentation required. Click to withdraw: indiahrms-telegram.co",spam
Your Myntra package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: linktr.ee/kbc-draw,spam
Congratulations! You have won a cashback reward of Rs.499 from PhonePe. Click to claim directly into your bank account: delivery-address-update.in,spam
"Dear customer, your DHL shipment tracking 8291 requires a nominal custom duty fee of Rs.45 to be released. Pay now: bit.ly/update-kyc-now",spam
"Good News! Your loan of Rs.5,000,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: paytm-cashback-reward.com",spam
"Dear customer, your DHL shipment tracking 5154 requires a nominal custom duty fee of Rs.45 to be released. Pay now: icici-security-alert.net",spam
Your Meesho package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: linktr.ee/kbc-draw,spam
Hi! Your order from Flipkart containing your items has been dispatched and will be delivered today by India Post. Track here: zomato.link/t,ham
Your Blinkit order is packed and out for delivery. Your delivery executive Suresh (+91 97008 25167) will reach you in 9 minutes.,ham
"Transaction Alert: Your SBI Credit Card ending 1857 was used at Amazon India for Rs.15,000 on 19-05-2026. If not done by you, call +91 75409 30815.",ham
"Do not share! OTP for your transaction of Rs.1,999 on PNB is 928863. If you did not do this, call customer care immediately at +91 99917 39018 or stop it via linktr.ee/kbc-draw",spam
URGENT: Your BOB NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit bit.ly/update-kyc-now,spam
Your Ajio package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: shorturl.at/xyz78,spam
"Dear Customer, your monthly statement for HDFC Credit Card ending 4003 is generated. Total Due: Rs.149, Due Date: 30-05-2026.",ham
"Crypto Alert: Dogecoin is surging! Get 5,000 tokens free as a sign-up bonus today only. Claim your wallet here: icici-security-alert.net",spam
"Dear PNB Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: bit.ly/update-kyc-now or your card will be permanently suspended.",spam
Your verification code for WhatsApp is 838582. Team WhatsApp will never call or SMS you asking for this code.,ham
Use OTP 728273 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Transaction Alert: Your Canara Bank Credit Card ending 7912 was used at Amazon India for Rs.4,500 on Today. If not done by you, call +91 74801 53523.",ham
"Dear Customer, bill for your electricity consumer account 4366 has been generated. Amount Due: Rs.4,500. Due Date: 25-05-2026. Pay via your banking app.",ham
"Dear Customer, bill for your electricity consumer account 9503 has been generated. Amount Due: Rs.15,000. Due Date: 25-05-2026. Pay via your banking app.",ham
"Crypto Alert: Solana is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: bit.ly/update-kyc-now",spam
Delivered: Your Blinkit order from Burger King has been delivered by our rider. Hope you enjoy your meal!,ham
Delivered: Your Zepto order from Punjabi Rasoi has been delivered by our rider. Hope you enjoy your meal!,ham
"Do not share! OTP for your transaction of Rs.499 on Canara Bank is 338884. If you did not do this, call customer care immediately at +91 90877 49779 or stop it via pnb-kyc-verification.org",spam
"Dear Customer, Your A/c ending 2075 has been credited with Rs.15,000 on 20-05-2026 by InfoSys Salary. Total Available Bal: Rs.12,850.00.",ham
Hi! Your order from Meesho containing your items has been dispatched and will be delivered today by India Post. Track here: jio.com/recharge,ham
"Dear customer, your DHL shipment tracking 2399 requires a nominal custom duty fee of Rs.45 to be released. Pay now: tinyurl.com/sbi-netsecure",spam
"You have a pending received request of Rs.10,000 on PhonePe from Airtel Offer. Click link to accept money: shorturl.at/xyz78",spam
Your premium for LIC policy 7078 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: tinyurl.com/sbi-netsecure,spam
Part-time job offer: Like YouTube videos and earn Rs 50 per video. Daily payout up to Rs 5000. Join the official group now: bit.ly/update-kyc-now,spam
Your premium for LIC policy 3554 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: shorturl.at/xyz78,spam
"Dear Customer, your monthly statement for Canara Bank Credit Card ending 7197 is generated. Total Due: Rs.599, Due Date: 05-06-2026.",ham
"Dear winner, your mobile number has selected for Rs 75 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 95783 33028 or visit delivery-address-update.in",spam
"Dear Customer, your EMI of Rs.2,500 for loan account ending 9905 is overdue. Pay immediately via tinyurl.com/sbi-netsecure to avoid court notice and legal action.",spam
Your verification code for LinkedIn is 498019. Team LinkedIn will never call or SMS you asking for this code.,ham
"Your broadband bill for account 1413 is due on 25-05-2026. Avoid late payment charges by paying Rs.4,500 now.",ham
Use OTP 602257 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Dear Customer, your EMI of Rs.5,000 for loan account ending 1370 is overdue. Pay immediately via verify-hdfc-pan.in to avoid court notice and legal action.",spam
"You have a pending received request of Rs.1,999 on GPay from Airtel Offer. Click link to accept money: pnb-kyc-verification.org",spam
"Transaction Alert: Your HDFC Credit Card ending 9489 was used at IRCTC for Rs.599 on Today. If not done by you, call +91 90037 71576.",ham
Alert! Your HDFC debit card is blocked. Kindly click on icici-security-alert.net to update your KYC and resume services immediately.,spam
"Scratch card won! You received Rs.2,500 cashback on your recent transaction. Tap here to transfer to your account: tinyurl.com/sbi-netsecure",spam
India Post Alert: Your parcel has arrived at the sorting hub but address is missing. Please update details within 12 hours here: icici-security-alert.net,spam
"Dear Customer, bill for your electricity consumer account 8309 has been generated. Amount Due: Rs.599. Due Date: 05-06-2026. Pay via your banking app.",ham
"Scratch card won! You received Rs.5,000 cashback on your recent transaction. Tap here to transfer to your account: bit.ly/update-kyc-now",spam
URGENT: Your Canara Bank NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit shorturl.at/xyz78,spam
Your Blinkit order is packed and out for delivery. Your delivery executive Ramesh (+91 77173 66902) will reach you in 9 minutes.,ham
Your verification code for WhatsApp is 231924. Team WhatsApp will never call or SMS you asking for this code.,ham
URGENT: Your BOB NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit tinyurl.com/sbi-netsecure,spam
"Dear Customer, Your A/c ending 2239 has been credited with Rs.149 on 19-05-2026 by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
"Success! Your recharge of Rs.1,250 for Jio mobile +91 88970 51225 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Dear Customer, Your A/c ending 8478 has been credited with Rs.4,500 on 20-05-2026 by InfoSys Salary. Total Available Bal: Rs.12,850.00.",ham
Your verification code for Vercel is 913912. Team Vercel will never call or SMS you asking for this code.,ham
"Urgent: Pre-approved instant credit line of Rs.1,000,000 is ready for you. No documentation required. Click to withdraw: indiahrms-telegram.co",spam
"Dear Customer, your EMI of Rs.1,999 for loan account ending 8990 is overdue. Pay immediately via shorturl.at/xyz78 to avoid court notice and legal action.",spam
"You have a pending received request of Rs.10,000 on Cred from Airtel Offer. Click link to accept money: shorturl.at/xyz78",spam
Earn Rs 3000-7000 daily just by working 1-2 hours from home! No experience required. Tap to message our HR on Telegram: indiahrms-telegram.co,spam
"Congratulations! You have won a cashback reward of Rs.2,500 from Google Pay. Click to claim directly into your bank account: paytm-cashback-reward.com",spam
Hi! Your order from Flipkart containing your items has been dispatched and will be delivered today by DTDC. Track here: zomato.link/t,ham
"Dear Customer, bill for your electricity consumer account 5527 has been generated. Amount Due: Rs.149. Due Date: 30-05-2026. Pay via your banking app.",ham
"Crypto Alert: Bitcoin is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: indiahrms-telegram.co",spam
"Crypto Alert: Ethereum is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: delivery-address-update.in",spam
"Alert: Rs.15,000 debited from your Canara Bank A/c ending 8842 on Today towards UPI-Google Pay ref no 907051003718. Bal: Rs.12,850.00.",ham
"Crypto Alert: Ethereum is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: icici-security-alert.net",spam
"Scratch card won! You received Rs.1,999 cashback on your recent transaction. Tap here to transfer to your account: tinyurl.com/sbi-netsecure",spam
"Security Update: A login attempt was detected on your Paytm profile from a new device. If this wasn't you, secure your account instantly by verifying here: delivery-address-update.in",spam
Your Blinkit order is packed and out for delivery. Your delivery executive Rahul (+91 89386 92858) will reach you in 9 minutes.,ham
URGENT: Your BOB NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit shorturl.at/xyz78,spam
Hi! Your order from Myntra containing your items has been dispatched and will be delivered today by India Post. Track here: amzn.in/d/3x7Fq,ham
"Good News! Your loan of Rs.1,000,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: linktr.ee/kbc-draw",spam
"Dear Customer, Your A/c ending 4581 has been credited with Rs.1,250 on 18-05-2026 by InfoSys Salary. Total Available Bal: Rs.4,320.50.",ham
"Dear Customer, your monthly statement for Axis Bank Credit Card ending 7226 is generated. Total Due: Rs.4,500, Due Date: 05-06-2026.",ham
"Transaction Alert: Your Kotak Credit Card ending 2133 was used at D-Mart for Rs.4,500 on 19-05-2026. If not done by you, call +91 89775 59891.",ham
Alert! Your SBI debit card is blocked. Kindly click on pnb-kyc-verification.org to update your KYC and resume services immediately.,spam
"Dear User, your reward points worth Rs.10,000 are expiring today. Convert points to cash now by visiting: delivery-address-update.in",spam
Use OTP 292192 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
Your Blinkit order is packed and out for delivery. Your delivery executive Vikram (+91 73846 73233) will reach you in 9 minutes.,ham
"Security Update: A login attempt was detected on your PhonePe profile from a new device. If this wasn't you, secure your account instantly by verifying here: linktr.ee/kbc-draw",spam
"Your broadband bill for account 1705 is due on 30-05-2026. Avoid late payment charges by paying Rs.1,250 now.",ham
Your Blinkit order is packed and out for delivery. Your delivery executive Rahul (+91 88971 11307) will reach you in 9 minutes.,ham
"Dear Customer, your monthly statement for Canara Bank Credit Card ending 9364 is generated. Total Due: Rs.1,250, Due Date: 25-05-2026.",ham
Your verification code for Google is 386980. Team Google will never call or SMS you asking for this code.,ham
"Dear Customer, your monthly statement for PNB Credit Card ending 9996 is generated. Total Due: Rs.599, Due Date: 25-05-2026.",ham
"Security Update: A login attempt was detected on your Paytm profile from a new device. If this wasn't you, secure your account instantly by verifying here: linktr.ee/kbc-draw",spam
"Dear customer, your KYC update for Paytm is pending. Your wallet will be deactivated today. To complete verification, open: bit.ly/update-kyc-now",spam
"Dear Customer, bill for your electricity consumer account 1958 has been generated. Amount Due: Rs.15,000. Due Date: 05-06-2026. Pay via your banking app.",ham
"Dear Customer, your monthly statement for Kotak Credit Card ending 8135 is generated. Total Due: Rs.4,500, Due Date: 05-06-2026.",ham
Part-time job offer: Like YouTube videos and earn Rs 50 per video. Daily payout up to Rs 5000. Join the official group now: verify-hdfc-pan.in,spam
"Dear User, your reward points worth Rs.1,999 are expiring today. Convert points to cash now by visiting: delivery-address-update.in",spam
"Success! Your recharge of Rs.4,500 for Jio mobile +91 79740 85152 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Dear SBI Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: bit.ly/update-kyc-now or your card will be permanently suspended.",spam
"Good News! Your loan of Rs.50,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: delivery-address-update.in",spam
"Crypto Alert: Ethereum is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: verify-hdfc-pan.in",spam
"Dear Customer, your monthly statement for BOB Credit Card ending 5442 is generated. Total Due: Rs.149, Due Date: 25-05-2026.",ham
Your verification code for Google is 407703. Team Google will never call or SMS you asking for this code.,ham
Your premium for LIC policy 2175 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: verify-hdfc-pan.in,spam
Your Blinkit order is packed and out for delivery. Your delivery executive Vikram (+91 84962 65571) will reach you in 9 minutes.,ham
"Scratch card won! You received Rs.1,999 cashback on your recent transaction. Tap here to transfer to your account: delivery-address-update.in",spam
Alert! Your Canara Bank debit card is blocked. Kindly click on linktr.ee/kbc-draw to update your KYC and resume services immediately.,spam
Your Blinkit order is packed and out for delivery. Your delivery executive Ramesh (+91 72556 13199) will reach you in 9 minutes.,ham
Use OTP 657424 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
Your verification code for Google is 641837. Team Google will never call or SMS you asking for this code.,ham
"Dear Customer, your monthly statement for Canara Bank Credit Card ending 2117 is generated. Total Due: Rs.1,250, Due Date: 05-06-2026.",ham
Your verification code for Vercel is 167204. Team Vercel will never call or SMS you asking for this code.,ham
"Good News! Your loan of Rs.1,000,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: tinyurl.com/sbi-netsecure",spam
"Do not share! OTP for your transaction of Rs.10,000 on PNB is 565831. If you did not do this, call customer care immediately at +91 90612 66346 or stop it via shorturl.at/xyz78",spam
"Dear Customer, Your A/c ending 8041 has been credited with Rs.15,000 on 20-05-2026 by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
Your broadband bill for account 9068 is due on 25-05-2026. Avoid late payment charges by paying Rs.599 now.,ham
Use OTP 385651 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
Use OTP 702787 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Urgent: Pre-approved instant credit line of Rs.50,000 is ready for you. No documentation required. Click to withdraw: icici-security-alert.net",spam
URGENT: Your PNB NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit pnb-kyc-verification.org,spam
"Congratulations! You have won a cashback reward of Rs.10,000 from Google Pay. Click to claim directly into your bank account: bit.ly/update-kyc-now",spam
"Dear Customer, bill for your electricity consumer account 7735 has been generated. Amount Due: Rs.1,250. Due Date: 05-06-2026. Pay via your banking app.",ham
Delivered: Your Zepto order from Haldirams has been delivered by our rider. Hope you enjoy your meal!,ham
"Dear Customer, Your A/c ending 3946 has been credited with Rs.149 on 19-05-2026 by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
"Do not share! OTP for your transaction of Rs.5,000 on Axis Bank is 397929. If you did not do this, call customer care immediately at +91 87419 82566 or stop it via indiahrms-telegram.co",spam
"Scratch card won! You received Rs.10,000 cashback on your recent transaction. Tap here to transfer to your account: indiahrms-telegram.co",spam
Hi! Your order from Meesho containing your items has been dispatched and will be delivered today by Delhivery. Track here: swiggy.com/orders,ham
"Success! Your recharge of Rs.4,500 for Jio mobile +91 76021 50369 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Success! Your recharge of Rs.599 for Jio mobile +91 95440 90189 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Use OTP 519005 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Success! Your recharge of Rs.149 for Jio mobile +91 73987 10611 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Dear Customer, your EMI of Rs.499 for loan account ending 9542 is overdue. Pay immediately via delivery-address-update.in to avoid court notice and legal action.",spam
Your broadband bill for account 9430 is due on 30-05-2026. Avoid late payment charges by paying Rs.149 now.,ham
890812 is the OTP for login into your PhonePe account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Dear customer, your KYC update for Paytm is pending. Your wallet will be deactivated today. To complete verification, open: shorturl.at/xyz78",spam
"Dear customer, your KYC update for GPay is pending. Your wallet will be deactivated today. To complete verification, open: linktr.ee/kbc-draw",spam
"Transaction Alert: Your SBI Credit Card ending 6885 was used at IRCTC for Rs.15,000 on 19-05-2026. If not done by you, call +91 94960 48882.",ham
Use OTP 358858 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Alert: Rs.1,250 debited from your Axis Bank A/c ending 1748 on Today towards UPI-GPay ref no 655752053961. Bal: Rs.12,850.00.",ham
"Transaction Alert: Your Canara Bank Credit Card ending 8669 was used at IRCTC for Rs.15,000 on Today. If not done by you, call +91 81966 72529.",ham
"Dear HDFC Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: tinyurl.com/sbi-netsecure or your card will be permanently suspended.",spam
"Do not share! OTP for your transaction of Rs.2,500 on ICICI is 381993. If you did not do this, call customer care immediately at +91 84175 55993 or stop it via indiahrms-telegram.co",spam
"Dear Customer, Your A/c ending 9536 has been credited with Rs.149 on Today by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
"Security Update: A login attempt was detected on your Paytm profile from a new device. If this wasn't you, secure your account instantly by verifying here: icici-security-alert.net",spam
Alert! Your Canara Bank debit card is blocked. Kindly click on tinyurl.com/sbi-netsecure to update your KYC and resume services immediately.,spam
Hi! Your order from Ajio containing your items has been dispatched and will be delivered today by Delhivery. Track here: flipkart.com/track,ham
"Transaction Alert: Your Canara Bank Credit Card ending 1282 was used at Shell Petrol Pump for Rs.149 on 20-05-2026. If not done by you, call +91 75123 91309.",ham
"Scratch card won! You received Rs.5,000 cashback on your recent transaction. Tap here to transfer to your account: tinyurl.com/sbi-netsecure",spam
"Dear HDFC Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: pnb-kyc-verification.org or your card will be permanently suspended.",spam
"Dear Customer, bill for your electricity consumer account 4345 has been generated. Amount Due: Rs.15,000. Due Date: 30-05-2026. Pay via your banking app.",ham
"Dear Customer, your EMI of Rs.1,999 for loan account ending 7379 is overdue. Pay immediately via bit.ly/update-kyc-now to avoid court notice and legal action.",spam
Alert! Your Axis Bank debit card is blocked. Kindly click on icici-security-alert.net to update your KYC and resume services immediately.,spam
"Hi all, please note that the team sync meeting has been rescheduled to 5:15 PM today. Please join via the calendar invite link.",ham
Alert! Your ICICI debit card is blocked. Kindly click on shorturl.at/xyz78 to update your KYC and resume services immediately.,spam
169162 is the OTP for login into your Paytm account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Your broadband bill for account 8609 is due on 30-05-2026. Avoid late payment charges by paying Rs.15,000 now.",ham
Your premium for LIC policy 4970 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: shorturl.at/xyz78,spam
"Dear customer, your KYC update for GPay is pending. Your wallet will be deactivated today. To complete verification, open: delivery-address-update.in",spam
"Dear Customer, Your A/c ending 6771 has been credited with Rs.1,250 on 19-05-2026 by InfoSys Salary. Total Available Bal: Rs.1,450.10.",ham
"Dear Customer, Your A/c ending 1031 has been credited with Rs.15,000 on Today by InfoSys Salary. Total Available Bal: Rs.4,320.50.",ham
"Crypto Alert: Bitcoin is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: pnb-kyc-verification.org",spam
Your Myntra package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: pnb-kyc-verification.org,spam
"Alert: Rs.4,500 debited from your ICICI A/c ending 8347 on 20-05-2026 towards UPI-Paytm ref no 838486366288. Bal: Rs.12,850.00.",ham
Your premium for LIC policy 3650 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: pnb-kyc-verification.org,spam
"Dear Customer, your monthly statement for BOB Credit Card ending 6694 is generated. Total Due: Rs.1,250, Due Date: 25-05-2026.",ham
"Dear Customer, your monthly statement for Canara Bank Credit Card ending 3577 is generated. Total Due: Rs.149, Due Date: 25-05-2026.",ham
"Dear customer, your KYC update for Amazon Pay is pending. Your wallet will be deactivated today. To complete verification, open: pnb-kyc-verification.org",spam
"Dear Customer, bill for your electricity consumer account 4856 has been generated. Amount Due: Rs.149. Due Date: 05-06-2026. Pay via your banking app.",ham
"Alert: Rs.4,500 debited from your SBI A/c ending 2025 on 19-05-2026 towards UPI-Amazon Pay ref no 723624143039. Bal: Rs.1,450.10.",ham
"Dear customer, your DHL shipment tracking 6154 requires a nominal custom duty fee of Rs.45 to be released. Pay now: tinyurl.com/sbi-netsecure",spam
"Do not share! OTP for your transaction of Rs.1,999 on Kotak is 442695. If you did not do this, call customer care immediately at +91 82992 42748 or stop it via bit.ly/update-kyc-now",spam
"Good News! Your loan of Rs.1,000,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: verify-hdfc-pan.in",spam
Your verification code for GitHub is 691209. Team GitHub will never call or SMS you asking for this code.,ham
Your verification code for GitHub is 961540. Team GitHub will never call or SMS you asking for this code.,ham
"Crypto Alert: Bitcoin is surging! Get 10,000 tokens free as a sign-up bonus today only. Claim your wallet here: indiahrms-telegram.co",spam
Your verification code for WhatsApp is 185178. Team WhatsApp will never call or SMS you asking for this code.,ham
"Dear Kotak Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: paytm-cashback-reward.com or your card will be permanently suspended.",spam
Use OTP 210911 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Dear Customer, your monthly statement for Kotak Credit Card ending 7711 is generated. Total Due: Rs.1,250, Due Date: 30-05-2026.",ham
